,tol_inf,tol_sup,train_split,channels,regular_precision,regular_recall,regular_f1-score,regular_support,critical_precision,critical_recall,critical_f1-score,critical_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,accuracy
0,0.1,0.5,0.2,16,0.9629629629629629,0.5306122448979592,0.6842105263157895,49,0.43902439024390244,0.9473684210526315,0.6,19,0.7009936766034327,0.7389903329752954,0.6421052631578947,68,0.8165683617620489,0.6470588235294118,0.6606811145510836,68,0.6470588235294118
1,0.1,0.5,0.2,16,0.9375,0.6122448979591837,0.7407407407407408,49,0.4722222222222222,0.8947368421052632,0.6181818181818182,19,0.7048611111111112,0.7534908700322234,0.6794612794612795,68,0.8074959150326797,0.6911764705882353,0.7064963359081006,68,0.6911764705882353
2,0.1,0.5,0.2,16,1.0,0.5102040816326531,0.6756756756756758,49,0.4418604651162791,1.0,0.6129032258064516,19,0.7209302325581395,0.7551020408163265,0.6442894507410637,68,0.8440492476060192,0.6470588235294118,0.6581363146828042,68,0.6470588235294118
3,0.1,0.5,0.2,16,0.7272727272727273,0.16326530612244897,0.26666666666666666,49,0.2807017543859649,0.8421052631578947,0.42105263157894735,19,0.5039872408293461,0.5026852846401718,0.343859649122807,68,0.6024955436720143,0.35294117647058826,0.30980392156862746,68,0.35294117647058826
4,0.1,0.5,0.2,16,0.851063829787234,0.8163265306122449,0.8333333333333334,49,0.5714285714285714,0.631578947368421,0.6,19,0.7112462006079028,0.723952738990333,0.7166666666666667,68,0.7729304487752547,0.7647058823529411,0.7681372549019608,68,0.7647058823529411
5,0.1,0.5,0.2,16,0.8,0.8163265306122449,0.8080808080808082,49,0.5,0.47368421052631576,0.4864864864864865,19,0.65,0.6450053705692803,0.6472836472836474,68,0.7161764705882353,0.7205882352941176,0.7182235711647477,68,0.7205882352941176
6,0.1,0.5,0.2,16,0.8076923076923077,0.8571428571428571,0.8316831683168318,49,0.5625,0.47368421052631576,0.5142857142857142,19,0.6850961538461539,0.6654135338345865,0.672984441301273,68,0.7391826923076924,0.75,0.742998585572843,68,0.75
7,0.1,0.5,0.2,16,0.8928571428571429,0.5102040816326531,0.6493506493506493,49,0.4,0.8421052631578947,0.5423728813559322,19,0.6464285714285715,0.6761546723952738,0.5958617653532907,68,0.7551470588235294,0.6029411764705882,0.6194598024109489,68,0.6029411764705882
8,0.1,0.5,0.2,16,0.9642857142857143,0.5510204081632653,0.7012987012987012,49,0.45,0.9473684210526315,0.6101694915254237,19,0.7071428571428572,0.7491944146079483,0.6557340964120624,68,0.8205882352941176,0.6617647058823529,0.6758361279796973,68,0.6617647058823529
9,0.1,0.5,0.2,16,0.8947368421052632,0.3469387755102041,0.5,49,0.3469387755102041,0.8947368421052632,0.5,19,0.6208378088077336,0.6208378088077336,0.5,68,0.7416756176154673,0.5,0.5,68,0.5
