,tol_inf,tol_sup,embedding_d,train_split,dropout,regular_precision,regular_recall,regular_f1-score,regular_support,critical_precision,critical_recall,critical_f1-score,critical_support,macro avg_precision,macro avg_recall,macro avg_f1-score,macro avg_support,weighted avg_precision,weighted avg_recall,weighted avg_f1-score,weighted avg_support,accuracy
2922,0.2,0.7,64,0.4,0.3,0.9230769230769231,0.4,0.5581395348837209,60,0.14285714285714285,0.75,0.24,8,0.532967032967033,0.575,0.39906976744186046,68,0.8312863606981254,0.4411764705882353,0.5207113543091656,68,0.4411764705882353
2923,0.2,0.7,64,0.4,0.3,0.9473684210526315,0.9,0.9230769230769231,60,0.45454545454545453,0.625,0.5263157894736842,8,0.700956937799043,0.7625,0.7246963562753037,68,0.8893892485223753,0.8676470588235294,0.8763991426530127,68,0.8676470588235294
2924,0.2,0.7,64,0.4,0.3,0.9464285714285714,0.8833333333333333,0.9137931034482758,60,0.4166666666666667,0.625,0.5,8,0.6815476190476191,0.7541666666666667,0.7068965517241379,68,0.8841036414565826,0.8529411764705882,0.8651115618661257,68,0.8529411764705882
2925,0.2,0.7,64,0.4,0.3,0.9803921568627451,0.8333333333333334,0.9009009009009009,60,0.4117647058823529,0.875,0.56,8,0.696078431372549,0.8541666666666667,0.7304504504504505,68,0.9134948096885813,0.8382352941176471,0.8607949125596184,68,0.8382352941176471
2926,0.2,0.7,64,0.4,0.3,0.9259259259259259,0.8333333333333334,0.8771929824561403,60,0.2857142857142857,0.5,0.36363636363636365,8,0.6058201058201058,0.6666666666666667,0.620414673046252,68,0.8506069094304388,0.7941176470588235,0.8167745567126371,68,0.7941176470588235
2927,0.2,0.7,64,0.4,0.3,0.9423076923076923,0.8166666666666667,0.8749999999999999,60,0.3125,0.625,0.4166666666666667,8,0.6274038461538461,0.7208333333333333,0.6458333333333333,68,0.8682126696832579,0.7941176470588235,0.821078431372549,68,0.7941176470588235
2928,0.2,0.7,64,0.4,0.3,0.9795918367346939,0.8,0.8807339449541285,60,0.3684210526315789,0.875,0.5185185185185185,8,0.6740064446831364,0.8375,0.6996262317363235,68,0.9076893915460921,0.8088235294117647,0.8381203653734685,68,0.8088235294117647
2929,0.2,0.7,64,0.4,0.3,0.9482758620689655,0.9166666666666666,0.9322033898305084,60,0.5,0.625,0.5555555555555556,8,0.7241379310344828,0.7708333333333333,0.743879472693032,68,0.8955375253549696,0.8823529411764706,0.8878918799158081,68,0.8823529411764706
2930,0.2,0.7,64,0.4,0.3,0.9473684210526315,0.9,0.9230769230769231,60,0.45454545454545453,0.625,0.5263157894736842,8,0.700956937799043,0.7625,0.7246963562753037,68,0.8893892485223753,0.8676470588235294,0.8763991426530127,68,0.8676470588235294
2931,0.2,0.7,64,0.4,0.3,1.0,0.4166666666666667,0.5882352941176471,60,0.18604651162790697,1.0,0.3137254901960785,8,0.5930232558139534,0.7083333333333334,0.4509803921568628,68,0.9042407660738715,0.4852941176470588,0.5559400230680508,68,0.4852941176470588
2932,0.2,0.7,64,0.4,0.3,0.9565217391304348,0.7333333333333333,0.8301886792452831,60,0.2727272727272727,0.75,0.39999999999999997,8,0.6146245059288538,0.7416666666666667,0.6150943396226415,68,0.8760753313182981,0.7352941176470589,0.7795782463928969,68,0.7352941176470589
2933,0.2,0.7,64,0.4,0.3,0.9333333333333333,0.9333333333333333,0.9333333333333333,60,0.5,0.5,0.5,8,0.7166666666666667,0.7166666666666667,0.7166666666666667,68,0.8823529411764706,0.8823529411764706,0.8823529411764706,68,0.8823529411764706
2934,0.2,0.7,64,0.4,0.3,0.9333333333333333,0.7,0.8,60,0.21739130434782608,0.625,0.3225806451612903,8,0.5753623188405798,0.6625,0.5612903225806452,68,0.8491048593350383,0.6911764705882353,0.7438330170777988,68,0.6911764705882353
2935,0.2,0.7,64,0.4,0.3,0.9310344827586207,0.45,0.6067415730337079,60,0.15384615384615385,0.75,0.25531914893617025,8,0.5424403183023873,0.6,0.4310303609849391,68,0.8396005617100952,0.4852941176470588,0.5653977584339976,68,0.4852941176470588
2936,0.2,0.7,64,0.4,0.3,0.9183673469387755,0.75,0.8256880733944955,60,0.21052631578947367,0.5,0.2962962962962963,8,0.5644468313641247,0.625,0.5609921848453958,68,0.8350919315094458,0.7205882352941176,0.7634066878535309,68,0.7205882352941176
2937,0.2,0.7,64,0.4,0.3,1.0,0.6166666666666667,0.7628865979381444,60,0.25806451612903225,1.0,0.41025641025641024,8,0.6290322580645161,0.8083333333333333,0.5865715040972773,68,0.9127134724857685,0.6617647058823529,0.7214006935049992,68,0.6617647058823529
2938,0.2,0.7,64,0.4,0.3,1.0,0.6833333333333333,0.8118811881188119,60,0.2962962962962963,1.0,0.45714285714285713,8,0.6481481481481481,0.8416666666666667,0.6345120226308345,68,0.9172113289760349,0.7205882352941176,0.7701472668275231,68,0.7205882352941176
2939,0.2,0.7,64,0.4,0.3,0.9615384615384616,0.8333333333333334,0.8928571428571429,60,0.375,0.75,0.5,8,0.6682692307692308,0.7916666666666667,0.6964285714285714,68,0.8925339366515838,0.8235294117647058,0.846638655462185,68,0.8235294117647058
