,embedding_d,channels,train_split,mse,mae,r2
318,32,32,0.2,0.744877,0.6448178,-1.0611129127470114
319,32,32,0.2,0.41390005,0.5151591,-0.14697939394351334
320,32,32,0.2,0.38955233,0.5387052,-0.17314006637103474
321,32,32,0.2,0.36952326,0.44625738,0.0638384260098932
322,32,32,0.2,0.49953574,0.5109551,-0.22554761928498013
323,32,32,0.2,0.65216285,0.61209124,-0.6821635965884385
324,32,32,0.2,0.46017674,0.5571218,-0.06598175546938334
325,32,32,0.2,0.55103385,0.6046821,-0.3955064783474833
326,32,32,0.2,0.48672733,0.54521716,-0.1297868344087545
327,32,32,0.2,0.6699451,0.61612093,-0.6180481222953891
328,32,32,0.2,0.42105,0.48455197,-0.06844333829636207
329,32,32,0.2,0.40145493,0.4984453,-0.10356716715095171
330,32,32,0.2,0.47552642,0.5439919,-0.3412894991243318
331,32,32,0.2,0.53087664,0.5396317,-0.3413513790025602
332,32,32,0.2,0.5201098,0.6267061,-0.3701300007150812
333,32,32,0.2,0.32453153,0.49452052,-0.014589321441407455
334,32,32,0.2,0.32552853,0.45444268,0.09900789213974581
335,32,32,0.2,0.53823715,0.52203107,-0.2624351390682862
336,32,32,0.2,0.517099,0.5569938,-0.4231564736889568
337,32,32,0.2,0.38191178,0.5258967,-0.0220570292127249
338,32,32,0.2,1.1237177,0.7750229,-1.8502542661662784
339,32,32,0.2,0.4773005,0.5100501,-0.22195089291525671
340,32,32,0.2,0.5773309,0.625564,-0.37603362886989267
341,32,32,0.2,0.4338503,0.5118797,-0.12586852262842774
342,32,32,0.2,0.4265347,0.525011,-0.0800369666579972
343,32,32,0.2,0.61605537,0.63266623,-0.8219444984926336
344,32,32,0.2,0.6085285,0.67288065,-0.37744812671955885
345,32,32,0.2,0.4348993,0.49308804,-0.030514540360011333
346,32,32,0.2,0.66245383,0.6507184,-0.6611011577999297
347,32,32,0.2,0.79650223,0.690774,-1.2482295490694248
348,32,32,0.2,0.5274751,0.5470758,-0.18364602996045742
349,32,32,0.2,0.38957024,0.46756652,0.06471335911337683
350,32,32,0.3,0.48395145,0.55155843,-0.14443136638010468
351,32,32,0.3,0.41946256,0.5609247,-0.8899342987458128
352,32,32,0.3,0.5214407,0.56481016,-0.002164125922178295
353,32,32,0.3,0.3865738,0.48846513,0.10579771928267989
354,32,32,0.3,0.37080148,0.516185,-0.033394662514967255
355,32,32,0.3,0.48968872,0.5528367,-0.18296677255230875
356,32,32,0.3,0.67930853,0.6120971,-0.9252310404244519
357,32,32,0.3,0.35693416,0.44548285,0.07869975198366119
358,32,32,0.3,0.38519287,0.4739173,0.05014067550370893
359,32,32,0.3,0.57736117,0.6273807,-0.7265584867132366
360,32,32,0.3,0.5532795,0.5988686,-0.41794648058221684
361,32,32,0.3,0.8141201,0.66010755,-1.1353703834506952
362,32,32,0.3,0.41308448,0.5293445,-0.015299722365275992
363,32,32,0.3,0.46664158,0.61077607,-0.2223024100706512
